2.797046358077715650e-02 -2.549724142878429234e+01 -1.692200498007114007e+01
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
4.933112889743526686e-02 -7.474640786493038647e+00 -1.709907106364687479e+01
-4.954543616523021221e+00 2.345949781327604811e+01 -7.281571812415111644e+00
5.444468670941627481e-02 7.178203900527155845e+00 2.628995804977952488e+00
3.461218195838978717e-01 1.665253807156779686e+01 5.664539310614921108e-01
1.190409747080426683e+00 3.992804512735885680e+01 -1.541780859698981843e+01
-4.551186076838627770e+01 4.266079816451319573e+01 -4.054053938367573551e+01
1.769001649553142874e+00 5.871590644137275916e+01 -1.846926980395427620e+01
2.016513874072961787e+00 6.854186571691576546e+01 -1.625544023191178411e+01
2.378946479473937892e+00 1.018268842544506185e+02 -2.057583814824271684e+01
2.243566558930992771e-02 -2.924190369863556782e+01 -1.802038467089408513e+01
8.708194044911535259e-02 -3.198960531657409234e+01 -2.060690187022033726e+01
1.958566055799437489e-01 -3.313044108064667626e+01 -2.373631021051405199e+01
4.135971327547656173e-01 -3.398531665647445976e+01 -2.432780798557279311e+01
3.859820995042552716e-01 -3.729631245385266425e+01 -2.357749261896758242e+01
3.978295881197609907e-01 -4.137233153048111234e+01 -2.269865075463598458e+01
4.591534289519371148e-01 -4.548358673534418983e+01 -2.423753304043762924e+01
6.505093792431697608e-01 -5.113174197183868586e+01 -3.156215612926712311e+01
-2.220974081464640801e-02 -3.595855446432716818e+00 -3.548981534862483578e+00
-5.502797576276214464e+00 -3.049448888404620917e+00 -1.256912964727437476e+01
-6.748119381824824359e+01 7.070198695597859739e+01 -6.952735283825251145e+01
-2.632965901887328997e+01 3.585558804374041131e+01 -3.404353771267477669e+01
-3.282765587515669381e+01 3.521762404086750564e+01 -3.464627929542769635e+01
-3.910023124005766704e+01 3.564139297109086613e+01 -3.654180032185625038e+01
-4.742534736282592434e+01 4.020840088002842094e+01 -4.187950079310631679e+01
-2.098935160250330867e+01 3.782848378318465876e+01 -3.473484861982842631e+01
-3.527188711763838569e+01 5.446981675037791604e+01 -3.067573239664995555e+01
-2.832280242373144219e+01 5.378951592906358314e+01 -3.048855863172421365e+01
-4.173317524962860858e+01 5.361233421683895983e+01 -3.305436342418607865e+01
-4.606331194858154987e+01 5.126687804977937901e+01 -3.581726816665669588e+01
-5.210064262607141217e+01 3.555062786945945419e+01 -4.557572721641584224e+01
-2.271505611341676811e+01 -6.009258023026807649e+01 -4.023649280866099076e+01
-4.782552594986326966e+01 4.477255493286580190e+01 -4.260309894629345706e+01
-6.952086215051053841e+01 4.043586396895872070e+01 -7.448510572687472120e+01
-5.899476623293555377e+01 4.120957645029722016e+01 -5.184047895400725992e+01
-3.073178158828857320e+01 6.003212654781163060e+00 -3.027636670718391798e+01
-7.364096968415111633e+00 -2.423419384977703217e+01 -1.790114020646774051e+01
-5.996322395314386711e+00 -3.184169778321879463e+01 -2.164941825085438865e+01
-1.476492334706639120e+01 -2.640796324954047591e+01 -2.202430668952052173e+01
-1.938412136440432931e+01 -2.927964590481201412e+01 -2.678182314572392286e+01
-1.128896884017359348e+01 -3.212578333758281701e+01 -2.413546856639046823e+01
-1.546220088631262612e+01 -3.267149249520236509e+01 -2.853102723371172189e+01
-2.753451928816635785e+01 -3.935000543463299039e+01 -3.775046180517301053e+01
-5.231390214214857615e+00 2.455755911674554759e-01 -5.319847651252526122e-01
-6.098118151688842303e+00 6.969098484889586942e+00 1.883142238908136257e+00
-5.593244027386824513e+01 6.007020512249593480e+01 -3.756324377571277751e+01
-1.825175068319409633e+01 2.422586958660244960e+01 -2.808567540839782595e+01
-1.933737154949600878e+01 1.820852205273104651e+00 -1.657459595979850775e+01
-1.976346754914537485e+01 5.645760877584223181e+00 -1.833131720130983311e+01
-4.911292209785184326e+01 6.955851718499875602e+00 -3.877467812747051568e+01
-5.609137507957975721e+00 1.588166730126345882e+01 -1.566930359639066905e+00
-4.145969065484991489e+01 6.741465626018307944e+01 -2.563314632879304966e+01
-5.006673144203776360e+01 6.519335864005734038e+01 -3.105391419755873983e+01
-6.164939930195249929e+01 8.294553077738066804e+01 -5.546788312176676072e+01
-1.294375292731264260e+01 6.060070856741955936e+01 -2.015933190264838615e+01
-2.221838487710722632e+01 5.135232667477998802e+01 -3.249967961753407053e+01
-3.204711347131372889e+01 -3.274257893957324228e+01 -3.883749513737231496e+01
-6.048374626587027336e+01 -2.320206103850819090e+01 -9.799994426364879985e+01
-1.462753905914394004e+01 -1.935109348303357457e+00 -1.924889356731608459e+01
-9.487108825344105156e+00 -4.255089937571674419e+00 -1.889791257647210188e+01
-2.472243626594403665e+01 -3.346611448548326706e+01 -3.773695823225735069e+01
-2.186778263720933779e+01 -3.293574322940578014e+01 -3.579269736456318185e+01
-5.367054840315181963e+01 7.017793340527474300e+01 -3.367091352667408444e+01
-1.925722535581830641e+01 -1.423306980627402130e+00 -2.038296874472007048e+01
-2.952288649412502863e+01 6.647013366879654939e+01 -2.173436743477227040e+01
-3.065580273997550620e+01 7.238068693904280337e+01 -1.992271032702410949e+01
-3.591469562513517388e+01 9.860029901601605218e+01 -2.897178299896954812e+01
-5.771861840058561910e+01 7.666649757402414878e+01 -4.274732617949555902e+01
-3.265104212968820008e+01 8.561390202091203605e+01 -2.385109276819456170e+01
-5.976938419651547463e+01 6.342319743699124501e+01 -4.284914073153001368e+01
-6.371382709485606455e+01 6.658260383850016240e+01 -5.510239044766664307e+01
-6.801293437813424880e+00 -2.863832786794894858e+01 -1.892976560014109921e+01
-1.283447841588585092e+01 -2.991555241594888770e+01 -2.271934739143588544e+01
-1.744434927210363639e+01 -3.111933369801524307e+01 -2.709150597690048912e+01
-1.292397183073301470e+01 -3.355421241132552801e+00 -2.075742476518978208e+01
-2.319045440950585757e+01 -3.337816119243793622e+01 -3.673530847605990601e+01
-2.086075256787498233e+01 -3.453825023187231835e+01 -3.285681030403374336e+01
